index,text,date,year
147," Indian  Railways has reported its highest ever capital expenditure of 1,95,929 crore in just 9 months of FY24.",Jan 29,2024
148,"Indian  Railways ready with first 100 days plans for third term of Modi Government.

- ₹12 lakh crore Investment Plan

- 24 hour ticket refund scheme 

- Super App for all railway facilities 

- 3 Economic Corridors

- Sleeper Vande Bharat Trains",Apr 17,2024
149,"Unreserved passengers traveling in bulk in reserved coaches of trains is slowly becoming a norm in TN too.

High time Indian  Railways solve this capacity problem besides improvements in operational speed & quality of the trains. @GMSRailway",May 13,2024
150,Indian  Railways cuts ticket prices for passenger trains by 50%.,Mar 1,2024
151,"The recent videos of Indian  railways seem to be a hit job 

Unfortunately over enthusiastic RW are falling for it and amplifying them 

We will never learn",Apr 19,2024
152,"The recent videos of Indian  railways seem to be a hit job 

Unfortunately over enthusiastic RW are falling for it and amplifying them 

We will never learn",Apr 19,2024
153,"If Indian  Railways deploy clean up marshals at all railway stations in Mumbai Metropolitan Region to fine people for spitting and littering on platforms and tracks, the revenue generated will be more than the ticket sales.

Bonus: Cleaner stations and less expenditure on cleaning",Apr 12,2024
154," Indian  Railways recorded the best ever performance in Freight Business, Total Revenue, Track laying in FY 2023-24.  @RailMinIndia  Total Revenue - 2.40 lakh crore
Track laying - 5,100 KM
Freight loading - 1500 MT+",Mar 16,2024
155,"Indian  Railways are slowly decreasing the number of sleeper and 3AC coaches.

Poor and Middle-Class Suffers the highest",Feb 11,2024
156,"Indian  Railways : 
50% concession for Senior Citizens are back again.

These concessions were stopped during Covid to discourage elderly people from travelling.

Modi's BJP is a party that cares for your well-being.",Apr 9,2024
157,Indian  Railways cuts ticket prices for passenger trains by 50%.,Mar 1,2024
158,"Railways Ministry is preparing a Detailed Project Report for the following 7 High-Speed Rail corridors: 1. Delhi – Varanasi (813 km)
2. Delhi – Ahmedabad (878 Km)
3. Mumbai – Nagpur (765 Km)
4. Mumbai – Hyderabad (671 Km)
5. Chennai – Bengaluru - Mysore (435 Km Approx.)
6.",Feb 19,2024
159,"The recent videos of Indian  railways seem to be a hit job 

Unfortunately over enthusiastic RW are falling for it and amplifying them 

We will never learn",Apr 19,2024
160,"If Indian  Railways deploy clean up marshals at all railway stations in Mumbai Metropolitan Region to fine people for spitting and littering on platforms and tracks, the revenue generated will be more than the ticket sales.

Bonus: Cleaner stations and less expenditure on cleaning",Apr 12,2024
161," Indian  Railways is gearing up for a 100-day plan post Lok Sabha polls 2024. 

- 24 hour ticket refund scheme.
- a ""Super app"" for passengers.
- Vande Bharat sleeper train launch.
- India's first vertical lift rail bridge.
- Launch of Udhampur-Baramuala rail link.",Apr 14,2024
162," Indian  Railways recorded the best ever performance in Freight Business, Total Revenue, Track laying in FY 2023-24.  @RailMinIndia  Total Revenue - 2.40 lakh crore
Track laying - 5,100 KM
Freight loading - 1500 MT+",Mar 16,2024
163,"Indian  Railways are slowly decreasing the number of sleeper and 3AC coaches.

Poor and Middle-Class Suffers the highest",Feb 11,2024
164,"Indian  Railways : 
50% concession for Senior Citizens are back again.

These concessions were stopped during Covid to discourage elderly people from travelling.

Modi's BJP is a party that cares for your well-being.",Apr 9,2024
165,Indian  Railways cuts ticket prices for passenger trains by 50%.,Mar 1,2024
166,"Railways Ministry is preparing a Detailed Project Report for the following 7 High-Speed Rail corridors: 1. Delhi – Varanasi (813 km)
2. Delhi – Ahmedabad (878 Km)
3. Mumbai – Nagpur (765 Km)
4. Mumbai – Hyderabad (671 Km)
5. Chennai – Bengaluru - Mysore (435 Km Approx.)
6.",Feb 19,2024
167,"The recent videos of Indian  railways seem to be a hit job 

Unfortunately over enthusiastic RW are falling for it and amplifying them 

We will never learn",Apr 19,2024
168,"If Indian  Railways deploy clean up marshals at all railway stations in Mumbai Metropolitan Region to fine people for spitting and littering on platforms and tracks, the revenue generated will be more than the ticket sales.

Bonus: Cleaner stations and less expenditure on cleaning",Apr 12,2024
169," Indian  Railways is gearing up for a 100-day plan post Lok Sabha polls 2024. 

- 24 hour ticket refund scheme.
- a ""Super app"" for passengers.
- Vande Bharat sleeper train launch.
- India's first vertical lift rail bridge.
- Launch of Udhampur-Baramuala rail link.",Apr 14,2024
170," Indian  Railways recorded the best ever performance in Freight Business, Total Revenue, Track laying in FY 2023-24.  @RailMinIndia  Total Revenue - 2.40 lakh crore
Track laying - 5,100 KM
Freight loading - 1500 MT+",Mar 16,2024
171,"Indian  Railways are slowly decreasing the number of sleeper and 3AC coaches.

Poor and Middle-Class Suffers the highest",Feb 11,2024
172,"Indian  Railways : 
50% concession for Senior Citizens are back again.

These concessions were stopped during Covid to discourage elderly people from travelling.

Modi's BJP is a party that cares for your well-being.",Apr 9,2024
173,Indian  Railways cuts ticket prices for passenger trains by 50%.,Mar 1,2024
174,"Railways Ministry is preparing a Detailed Project Report for the following 7 High-Speed Rail corridors: 1. Delhi – Varanasi (813 km)
2. Delhi – Ahmedabad (878 Km)
3. Mumbai – Nagpur (765 Km)
4. Mumbai – Hyderabad (671 Km)
5. Chennai – Bengaluru - Mysore (435 Km Approx.)
6.",Feb 19,2024
175," Indian  Railways is gearing up for a 100-day plan post Lok Sabha polls 2024. 

- 24 hour ticket refund scheme.
- a ""Super app"" for passengers.
- Vande Bharat sleeper train launch.
- India's first vertical lift rail bridge.
- Launch of Udhampur-Baramuala rail link.",Apr 14,2024
176,"The recent videos of Indian  railways seem to be a hit job 

Unfortunately over enthusiastic RW are falling for it and amplifying them 

We will never learn",Apr 19,2024
177,"If Indian  Railways deploy clean up marshals at all railway stations in Mumbai Metropolitan Region to fine people for spitting and littering on platforms and tracks, the revenue generated will be more than the ticket sales.

Bonus: Cleaner stations and less expenditure on cleaning",Apr 12,2024
178,"Railways Ministry is preparing a Detailed Project Report for the following 7 High-Speed Rail corridors: 1. Delhi – Varanasi (813 km)
2. Delhi – Ahmedabad (878 Km)
3. Mumbai – Nagpur (765 Km)
4. Mumbai – Hyderabad (671 Km)
5. Chennai – Bengaluru - Mysore (435 Km Approx.)
6.",Feb 19,2024
179," Indian  Railways is gearing up for a 100-day plan post Lok Sabha polls 2024. 

- 24 hour ticket refund scheme.
- a ""Super app"" for passengers.
- Vande Bharat sleeper train launch.
- India's first vertical lift rail bridge.
- Launch of Udhampur-Baramuala rail link.",Apr 14,2024
180," Indian  Railways recorded the best ever performance in Freight Business, Total Revenue, Track laying in FY 2023-24.  @RailMinIndia  Total Revenue - 2.40 lakh crore
Track laying - 5,100 KM
Freight loading - 1500 MT+",Mar 16,2024
181,"Indian  Railways are slowly decreasing the number of sleeper and 3AC coaches.

Poor and Middle-Class Suffers the highest",Feb 11,2024
182,"Indian  Railways : 
50% concession for Senior Citizens are back again.

These concessions were stopped during Covid to discourage elderly people from travelling.

Modi's BJP is a party that cares for your well-being.",Apr 9,2024
183,Indian  Railways cuts ticket prices for passenger trains by 50%.,Mar 1,2024
184,"Railways Ministry is preparing a Detailed Project Report for the following 7 High-Speed Rail corridors: 1. Delhi – Varanasi (813 km)
2. Delhi – Ahmedabad (878 Km)
3. Mumbai – Nagpur (765 Km)
4. Mumbai – Hyderabad (671 Km)
5. Chennai – Bengaluru - Mysore (435 Km Approx.)
6.",Feb 19,2024
185,"The recent videos of Indian  railways seem to be a hit job 

Unfortunately over enthusiastic RW are falling for it and amplifying them 

We will never learn",Apr 19,2024
186,"If Indian  Railways deploy clean up marshals at all railway stations in Mumbai Metropolitan Region to fine people for spitting and littering on platforms and tracks, the revenue generated will be more than the ticket sales.

Bonus: Cleaner stations and less expenditure on cleaning",Apr 12,2024
187," Indian  Railways is gearing up for a 100-day plan post Lok Sabha polls 2024. 

- 24 hour ticket refund scheme.
- a ""Super app"" for passengers.
- Vande Bharat sleeper train launch.
- India's first vertical lift rail bridge.
- Launch of Udhampur-Baramuala rail link.",Apr 14,2024
188," Indian  Railways recorded the best ever performance in Freight Business, Total Revenue, Track laying in FY 2023-24.  @RailMinIndia  Total Revenue - 2.40 lakh crore
Track laying - 5,100 KM
Freight loading - 1500 MT+",Mar 16,2024
189,"Indian  Railways are slowly decreasing the number of sleeper and 3AC coaches.

Poor and Middle-Class Suffers the highest",Feb 11,2024
190,"Indian  Railways : 
50% concession for Senior Citizens are back again.

These concessions were stopped during Covid to discourage elderly people from travelling.

Modi's BJP is a party that cares for your well-being.",Apr 9,2024
191,Indian  Railways cuts ticket prices for passenger trains by 50%.,Mar 1,2024
192,"Railways Ministry is preparing a Detailed Project Report for the following 7 High-Speed Rail corridors: 1. Delhi – Varanasi (813 km)
2. Delhi – Ahmedabad (878 Km)
3. Mumbai – Nagpur (765 Km)
4. Mumbai – Hyderabad (671 Km)
5. Chennai – Bengaluru - Mysore (435 Km Approx.)
6.",Feb 19,2024
193,"The recent videos of Indian  railways seem to be a hit job 

Unfortunately over enthusiastic RW are falling for it and amplifying them 

We will never learn",Apr 19,2024
194,"If Indian  Railways deploy clean up marshals at all railway stations in Mumbai Metropolitan Region to fine people for spitting and littering on platforms and tracks, the revenue generated will be more than the ticket sales.

Bonus: Cleaner stations and less expenditure on cleaning",Apr 12,2024
195," Indian  Railways is gearing up for a 100-day plan post Lok Sabha polls 2024. 

- 24 hour ticket refund scheme.
- a ""Super app"" for passengers.
- Vande Bharat sleeper train launch.
- India's first vertical lift rail bridge.
- Launch of Udhampur-Baramuala rail link.",Apr 14,2024
196," Indian  Railways recorded the best ever performance in Freight Business, Total Revenue, Track laying in FY 2023-24.  @RailMinIndia  Total Revenue - 2.40 lakh crore
Track laying - 5,100 KM
Freight loading - 1500 MT+",Mar 16,2024
197,"Indian  Railways are slowly decreasing the number of sleeper and 3AC coaches.

Poor and Middle-Class Suffers the highest",Feb 11,2024
198,"Indian  Railways : 
50% concession for Senior Citizens are back again.

These concessions were stopped during Covid to discourage elderly people from travelling.

Modi's BJP is a party that cares for your well-being.",Apr 9,2024
199,Indian  Railways cuts ticket prices for passenger trains by 50%.,Mar 1,2024
200,"Indian  Railways : 
50% concession for Senior Citizens are back again.

These concessions were stopped during Covid to discourage elderly people from travelling.

Modi's BJP is a party that cares for your well-being.",Apr 9,2024
201,"To pretend that have modernised the Indian  Railways , we imitate the Western systems but don’t have the workmanship, commitment to quality and ability to maintain those systems in good working order.
The electrically operated  window blinds of Tajas I am travelling in, don’t work.","Jun 16, 2023",2023
202,"Indian  Railways spends ₹1200 Crore to clear of Pan and Tobacco spit stains.

Singapore has a $1000 (~80,000) penalty for Spitting & Littering.

Do you think India should have similar kind of fines to ensure hygiene and maintenance of public property?","Jun 21, 2023",2023
203," Indian  Railways is Expected to Launch 4 More Vande Bharat Express Trains this Month

• Chennai - Tirunelveli (622 KM)
• Delhi - Chandigarh (243 KM)
• Gwalior - Bhopal (432 KM)
• Lucknow - Prayagraj (200 KM)","Jun 3, 2023",2023
204,"To pretend that have modernised the Indian  Railways , we imitate the Western systems but don’t have the workmanship, commitment to quality and ability to maintain those systems in good working order.
The electrically operated  window blinds of Tajas I am travelling in, don’t work.","Jun 16, 2023",2023
